64177
13469	72669	12
72669	37	21
72669	4298	19
72669	272	13
72669	20	6
13469	638	17
13469	28489	20
43940	32	16
43940	37	21
43940	219	15
43940	97	23
43940	69	13
43940	20	6
43940	32	16
4920	36390	28
4920	28	18
4920	77123	19
4920	111	13
4920	20	6
4920	32	16
43940	351	13
43940	223	18
37134	37135	19
37135	25441	8
37135	60787	0
37135	25	4
37135	6	5
37135	7	6
37135	37134	12
37135	1261	32
37134	37	21
37134	97	23
37134	311	13
37134	20	6
37134	37135	19
37135	221	26
39488	3726	15
39488	66700	28
39488	106	16
39488	351	13
39488	20	6
9379	37	21
9379	223	18
9379	97	23
9379	17	13
9379	20	6
39488	257	21
39488	97	23
39488	69	13
48171	16068	28
16068	77126	20
16068	134	32
16068	5	4
16068	56	5
16068	7	6
48171	37	21
48171	288	13
48171	20	6
48171	16068	28
16068	11383	0
16068	6	5
17587	17588	12
17588	44931	28
17588	44932	27
17588	111	13
17588	20	6
17588	17587	19
17587	354	17
17587	77128	12
17587	5	4
17587	6	5
17587	7	6
17588	37	21
17588	2288	23
6242	1386	28
6242	278	15
6242	32	16
6242	46	13
6242	20	6
6242	4928	16
1386	4930	17
1386	41616	0
1386	5	4
1386	56	5
1386	7	6
6242	17	13
70951	77132	12
70951	269	1
70951	191	8
70951	25	4
70951	6	5
70951	7	6
70951	77132	12
60339	77134	12
60339	134	32
60339	5	4
60339	6	5
60339	7	6
60339	77132	12
70951	191	35
70951	193	7
70951	77135	12
15636	15641	12
15641	19	15
15641	111	13
15641	20	6
15641	15636	19
15636	77137	12
15636	134	32
15636	25	4
15636	6	5
15636	7	6
15641	59	13
15641	1143	18
2547	3015	12
3015	106	16
3015	3017	19
3015	2963	38
3015	111	13
3015	20	6
2547	303	7
2547	28101	36
2547	5	4
2547	56	5
2547	7	6
2547	3015	12
3015	2370	28
3015	67421	29
3015	11432	19
3015	2377	19
3015	1456	19
37313	37314	19
37314	506	7
37314	37318	0
37314	5	4
37314	6	5
37314	7	6
37314	37313	12
37313	17	13
37313	229	18
37313	97	23
37313	20	6
37313	37314	19
37314	647	26
32121	29963	12
29963	46	13
29963	19	15
29963	20	6
32121	442	1
32121	75186	0
32121	145	26
32121	25	4
32121	6	5
32121	7	6
29963	37	21
29963	6064	19
52572	97	23
52572	32	16
52572	599	15
52572	293	13
52572	20	6
52572	97	23
724	33	15
724	97	23
724	46	13
724	20	6
52572	37	21
21217	2157	12
21217	2	1
21217	54737	17
21217	25	4
21217	6	5
21217	7	6
21217	2157	12
2157	2213	18
2157	1205	19
2157	17	13
2157	20	6
21217	68766	12
21217	3674	9
77142	11261	19
11261	129	1
11261	11266	0
11261	5	4
11261	6	5
11261	7	6
77142	19	15
77142	15772	27
77142	288	13
77142	20	6
11261	25113	8
8145	273	16
8145	8146	28
8145	37	21
8145	210	13
8145	20	6
8145	273	16
12193	12194	28
12193	273	16
12193	97	23
12193	281	13
12193	20	6
8145	44	15
43578	568	16
43578	37	21
43578	43579	28
43578	31	13
43578	20	6
43578	1304	16
43578	568	16
2633	28	18
2633	44890	19
2633	322	13
2633	20	6
2633	568	16
43578	44	15
50021	48931	12
50021	3690	9
50021	134	32
50021	5	4
50021	26	5
50021	7	6
50021	48931	12
5680	57335	8
5680	134	32
5680	25	4
5680	6	5
5680	7	6
5680	48931	12
50021	72	26
50021	56	5
77150	17657	19
17657	77151	12
17657	5	4
17657	6	5
17657	7	6
77150	19	15
77150	22647	27
77150	17	13
77150	20	6
17657	9938	9
17657	134	32
39321	34257	12
34257	2967	18
34257	290	16
34257	111	13
34257	20	6
39321	8	7
39321	145	26
39321	25	4
39321	6	5
39321	7	6
34257	23699	28
34257	69208	29
34257	17	13
18777	61095	12
18777	10	8
18777	18781	0
18777	133	26
18777	5	4
18777	6	5
18777	7	6
61095	44	15
61095	26945	19
61095	46	13
61095	20	6
18777	3193	17
18777	74527	35
54886	44521	12
44521	19	15
44521	743	18
44521	46	13
44521	20	6
44521	54886	19
54886	77160	0
54886	44521	12
54886	25	4
54886	6	5
54886	7	6
44521	2827	23
60301	97	23
60301	31	13
60301	77161	19
60301	65102	27
60301	20	6
60301	97	23
2050	37	21
2050	32	16
2050	17	13
2050	20	6
2050	97	23
60301	3171	16
60301	60302	28
77162	4231	19
4231	14580	20
4231	442	1
4231	67225	12
4231	25	4
4231	6	5
4231	7	6
77162	290	16
77162	6873	18
77162	311	13
77162	20	6
4231	57628	35
4231	134	32
4231	1923	12
51513	33	15
51513	106	16
51513	229	18
51513	17	13
51513	20	6
51513	33	15
6502	37	21
6502	8599	29
6502	311	13
6502	20	6
6502	33	15
51513	37	21
43322	33	15
43322	37	21
43322	229	18
43322	97	23
43322	20	6
13039	32	16
13039	15711	29
13039	111	13
13039	20	6
43322	33	15
43322	8114	27
726	37906	12
726	442	1
726	18375	0
726	25	4
726	6	5
726	7	6
726	37906	12
4041	77168	17
4041	77169	8
4041	25	4
4041	6	5
4041	7	6
4041	37906	12
726	5176	17
33305	30622	19
30622	1317	2
30622	614	7
30622	25	4
30622	6	5
30622	7	6
33305	201	13
33305	281	13
33305	20	6
30622	28	33
30622	77174	12
40038	40039	19
40039	40041	34
40039	64672	12
40039	25	4
40039	6	5
40039	7	6
40038	422	18
40038	23937	19
40038	46	13
40038	20	6
40039	77177	12
245	246	28
245	77178	30
245	23412	19
245	17	13
245	20	6
245	246	28
245	247	16
246	247	17
246	249	0
246	5	4
246	56	5
246	7	6
245	6535	13
245	252	18
11566	25929	19
25929	16925	20
25929	31794	12
25929	25	4
25929	6	5
25929	7	6
11566	37	21
11566	111	13
11566	11570	27
11566	20	6
25929	2	1
2287	46	13
2287	2289	28
2287	37	21
2287	46	13
2287	20	6
9303	11614	28
9303	8717	27
9303	17	13
9303	20	6
2287	923	18
2287	17	13
30732	4944	12
30732	290	17
30732	2244	26
30732	5	4
30732	6	5
30732	7	6
30732	4944	12
4944	37	21
4944	4284	28
4944	290	16
4944	111	13
4944	20	6
30732	69348	12
30732	59946	0
2772	34439	28
2772	17	13
2772	19	15
2772	20	6
2772	34439	28
34439	803	17
34439	11909	0
34439	25	4
34439	56	5
34439	7	6
2772	2774	27
12270	10599	12
12270	614	7
12270	77183	0
12270	5	4
12270	6	5
12270	7	6
12270	10599	12
10599	46	13
10599	97	23
10599	20	6
12270	5970	17
12270	40308	12
25587	22841	12
25587	25591	8
25587	3466	26
25587	25	4
25587	6	5
25587	7	6
25587	22841	12
77185	77186	20
77185	77187	0
77185	134	32
77185	25	4
77185	6	5
77185	7	6
77185	22841	12
25587	41814	0
1380	1381	12
1381	37	21
1381	278	15
1381	46	13
1381	20	6
1381	1380	19
1380	193	7
1380	77189	12
1380	25	4
1380	6	5
1380	7	6
1381	568	16
1381	460	18
1381	664	13
76899	19902	12
19902	10854	29
19902	32	16
19902	311	13
19902	20	6
76899	303	7
76899	64307	12
76899	5	4
76899	6	5
76899	7	6
19902	6838	28
19902	19907	30
16732	77193	12
16732	655	20
16732	16737	35
16732	25	4
16732	6	5
16732	7	6
16732	77193	12
77195	77197	12
77195	134	32
77195	5	4
77195	6	5
77195	7	6
77195	77193	12
11612	60348	19
11612	19	15
11612	2288	23
11612	111	13
11612	20	6
11612	60348	19
60348	60350	17
60348	77200	0
60348	25	4
60348	6	5
60348	7	6
11612	37	21
11612	11613	27
3986	568	16
3986	37	21
3986	177	13
3986	19	15
3986	20	6
3986	568	16
15910	272	13
15910	1584	18
15910	20	6
15910	568	16
3986	371	18
3986	17	13
77203	11397	19
11397	24451	12
11397	134	32
11397	5	4
11397	6	5
11397	7	6
77203	106	16
77203	77204	27
77203	46	13
77203	20	6
11397	614	7
11397	11402	0
28429	32	16
28429	38379	28
28429	28430	19
28429	97	23
28429	177	13
28429	20	6
28429	32	16
4165	664	13
4165	83	16
4165	97	23
4165	17	13
4165	20	6
4165	32	16
28429	37	21
28429	19	15
17400	35424	28
17400	24148	19
17400	568	16
17400	17	13
17400	20	6
17400	35424	28
35424	4004	17
35424	80	7
35424	5	4
35424	56	5
35424	6	5
35424	7	6
17400	77207	27
17400	322	13
57615	57612	12
57612	46	13
57612	44	15
57612	20	6
57612	57615	19
57615	77211	12
57615	5	4
57615	6	5
57615	7	6
57612	17	13
57612	10012	19
50847	50848	12
50848	37	21
50848	35793	28
50848	72287	27
50848	17	13
50848	20	6
50848	50847	19
50847	269	1
50847	77213	12
50847	5	4
50847	6	5
50847	7	6
50848	44	15
50848	77215	19
12884	17	13
12884	14113	28
12884	37	21
12884	17	13
12884	20	6
870	871	30
870	17	13
870	20	6
12884	28	18
1029	5067	19
1029	210	13
1029	97	23
1029	20	6
1029	5067	19
5067	9898	20
5067	39763	0
5067	5	4
5067	6	5
5067	7	6
1029	37	21
1029	17	13
21576	21577	19
21577	21579	0
21577	134	32
21577	5	4
21577	6	5
21577	7	6
21577	21576	12
21576	30379	37
21576	46	13
21576	97	23
21576	20	6
21577	21580	8
8179	290	16
8179	1770	18
8179	97	23
8179	311	13
8179	20	6
5660	5662	29
5660	45	23
5660	111	13
5660	20	6
8179	106	16
8179	9075	19
8179	5040	19
8179	4224	19
8179	10600	19
55183	44	15
55183	77220	37
55183	28	18
55183	281	13
55183	20	6
55183	44	15
3035	8858	28
3035	32	16
3035	97	23
3035	69	13
3035	20	6
3035	44	15
55183	55187	19
9000	322	13
9000	32	16
9000	77222	30
9000	322	13
9000	20	6
20380	9075	19
20380	2963	38
20380	322	13
20380	20	6
9000	17167	30
9000	44	15
9000	3559	27
30461	293	13
30461	48839	28
30461	7030	18
30461	293	13
30461	20	6
19718	523	18
19718	31782	27
19718	293	13
19718	20	6
28251	43362	12
28251	614	7
28251	1447	9
28251	5	4
28251	6	5
28251	7	6
28251	43362	12
77227	28944	17
77227	193	7
77227	77228	12
77227	25	4
77227	6	5
77227	7	6
77227	43362	12
28251	28256	20
28251	7716	12
32774	23497	28
23497	28160	8
23497	5	4
23497	56	5
23497	7	6
32774	219	15
32774	74967	30
32774	17	13
32774	20	6
32774	23497	28
23497	38495	20
23497	77231	12
18485	10755	12
18485	106	17
18485	5	4
18485	125	5
18485	7	6
10755	288	13
10755	44	15
10755	3017	19
10755	20	6
10755	18485	28
18485	56	5
40840	50021	28
40840	45	23
40840	290	16
40840	69	13
40840	20	6
40840	50021	28
50021	3794	17
50021	77233	12
50021	134	32
50021	5	4
50021	56	5
50021	7	6
40840	278	15
77234	6346	19
6346	442	1
6346	66819	0
6346	2244	26
6346	25	4
6346	6	5
6346	7	6
6346	77234	12
77234	6346	19
77234	752	27
77234	111	13
77234	20	6
6346	6349	17
6346	77236	12
3305	6638	12
6638	6350	28
6638	14438	27
6638	311	13
6638	20	6
6638	3305	19
3305	647	26
3305	895	9
3305	134	32
3305	25	4
3305	6	5
3305	7	6
6638	37	21
6638	535	15
6638	664	13
15838	32	16
15838	77238	28
15838	219	15
15838	539	18
15838	111	13
15838	20	6
15838	32	16
465	206	15
465	2654	27
465	311	13
465	20	6
465	32	16
15838	37	21
15838	15839	27
10356	6758	12
6758	37	21
6758	10356	28
6758	252	18
6758	17	13
6758	20	6
10356	77240	20
10356	80	7
10356	5	4
10356	56	5
10356	7	6
6758	158	23
3120	210	13
3120	32	16
3120	5944	15
3120	210	13
3120	20	6
9422	33	15
9422	247	16
9422	210	13
9422	20	6
3120	97	23
3120	201	13
24204	30704	12
30704	11803	28
30704	31721	30
30704	293	13
30704	20	6
24204	24207	8
24204	39038	0
24204	25	4
24204	56	5
24204	7	6
30704	32	16
30704	201	13
66063	51905	19
51905	2614	20
51905	134	32
51905	5	4
51905	56	5
51905	7	6
66063	10376	37
66063	51905	19
66063	198	23
66063	311	13
66063	20	6
51905	1800	26
51905	6	5
24500	24503	0
24500	5782	9
24500	133	26
24500	5	4
24500	6	5
24500	7	6
77247	33167	17
77247	24503	0
77247	25	4
77247	6	5
77247	7	6
24500	77249	20
24500	24503	0
18633	31	13
18633	18634	28
18633	3456	37
18633	97	23
18633	31	13
18633	20	6
40615	257	21
40615	32	16
40615	97	23
40615	31	13
40615	20	6
18633	1304	16
18633	979	27
77250	37640	12
37640	37	21
37640	158	23
37640	46	13
37640	20	6
77250	1014	8
77250	134	32
77250	25	4
77250	6	5
77250	7	6
37640	185	18
37640	17	13
14720	14721	28
14721	4248	35
14721	5	4
14721	56	5
14721	7	6
14720	288	13
14720	37	21
14720	106	16
14720	20	6
14721	5310	17
14721	39958	0
14721	694	5
12901	273	16
12901	37	21
12901	12903	27
12901	97	23
12901	20	6
12901	273	16
1266	44120	19
1266	198	23
1266	293	13
1266	20	6
1266	273	16
12901	40945	28
49521	614	7
49521	53152	12
49521	5	4
49521	6	5
49521	7	6
49521	67036	20
12533	67036	20
12533	5092	41
12533	5	4
12533	6	5
12533	7	6
49521	6244	20
49521	523	33
28707	535	15
28707	13268	28
28707	252	18
28707	664	13
28707	20	6
4683	37	21
4683	535	15
4683	59212	19
4683	111	13
4683	20	6
28707	2192	16
28707	28708	39
28707	17193	19
28707	17	13
77258	41932	41
41932	1145	17
41932	1317	2
41932	25	4
41932	26	5
41932	7	6
77258	41932	41
77258	77261	0
77258	25	4
77258	6	5
77258	7	6
41932	6	5
24322	77264	12
24322	70	7
24322	24321	36
24322	5	4
24322	6	5
24322	7	6
24322	77264	12
42237	42238	17
42237	77265	12
42237	134	32
42237	25	4
42237	6	5
42237	7	6
42237	77264	12
24322	44271	8
35739	5361	28
35739	44	15
35739	422	18
35739	201	13
35739	20	6
35739	5361	28
5361	506	7
5361	77269	12
5361	5	4
5361	56	5
5361	7	6
35739	21084	19
3651	3652	28
3651	46	13
3651	1173	19
3651	97	23
3651	20	6
3651	3652	28
3651	106	16
3652	4556	20
3652	19740	36
3652	5	4
3652	56	5
3652	7	6
3651	2424	18
77272	5969	19
5969	72	26
5969	134	32
5969	25	4
5969	6	5
5969	7	6
77272	77273	28
77272	106	16
77272	97	23
77272	111	13
77272	20	6
77272	5969	19
5969	3780	17
5969	191	8
5217	191	8
5217	5219	17
5217	431	7
5217	27351	9
5217	5	4
5217	6	5
5217	7	6
5217	191	8
5969	36533	35
5969	191	8
5969	1210	9
5969	25	4
5969	6	5
5969	7	6
43211	2911	19
2911	290	17
2911	2915	0
2911	5	4
2911	56	5
2911	7	6
43211	12147	28
43211	11067	19
43211	20	6
43211	2911	19
2911	431	7
2911	6	5
15802	15806	19
15802	15803	13
15802	599	15
15802	918	27
15802	20	6
15802	15806	19
15806	5405	2
15806	614	7
15806	77276	0
15806	5	4
15806	6	5
15806	7	6
15802	37	21
15802	32	16
15802	97	23
15802	17	13
22514	579	12
579	290	16
579	19	15
579	17773	19
579	293	13
579	20	6
22514	134	32
22514	5	4
22514	3187	5
22514	7	6
579	3357	19
3343	21521	12
3343	31894	0
3343	5	4
3343	56	5
3343	7	6
21521	21523	37
21521	77281	19
21521	17	13
21521	20	6
3343	31893	17
3343	3347	8
46001	77282	12
77282	37	21
77282	32	16
77282	17	13
77282	20	6
77282	46001	19
46001	77285	17
46001	41843	12
46001	5	4
46001	56	5
46001	7	6
77282	77286	27
77282	111	13
77287	43087	19
43087	236	1
43087	68185	0
43087	25	4
43087	6	5
43087	7	6
77287	111	13
77287	229	18
77287	97	23
77287	20	6
43087	5176	17
43087	64867	12
18261	77288	12
77288	77289	28
77288	45	23
77288	111	13
77288	20	6
77288	89	16
18261	3	2
18261	35024	17
18261	18267	8
18261	5	4
18261	6	5
18261	7	6
77288	17	13
33153	139	19
33153	111	13
33153	33154	28
33153	5944	15
33153	20	6
33153	139	19
139	1333	33
139	506	7
139	25	4
139	6	5
139	7	6
33153	599	15
33153	98	27
33153	97	23
52496	31	13
52496	278	15
52496	923	18
52496	31	13
52496	20	6
2250	37	21
2250	371	18
2250	31	13
2250	20	6
52496	524	23
63702	7076	19
7076	290	17
7076	8	7
7076	25	4
7076	6	5
7076	7	6
63702	37	21
63702	19	15
63702	97	23
63702	20	6
63702	7076	19
7076	7081	8
53678	12535	28
12535	134	32
12535	11	9
12535	390	26
12535	5	4
12535	56	5
12535	7	6
12535	53678	12
53678	37	21
53678	17	13
53678	45	23
53678	20	6
12535	77298	20
12535	6	5
19197	288	13
19197	37	21
19197	15912	27
19197	17	13
19197	20	6
19197	32	16
17432	32	16
17432	1697	19
17432	288	13
17432	20	6
19197	27944	28
19197	77301	19
33424	77302	12
33424	33426	17
33424	248	7
33424	198	2
33424	25	4
33424	6	5
33424	7	6
33424	77302	12
77303	129	1
77303	4939	17
77303	77304	8
77303	25	4
77303	6	5
77303	7	6
77303	77302	12
33424	2125	33
33424	72	26
33424	24729	12
8823	30958	19
8823	37	21
8823	59757	28
8823	1246	15
8823	17	13
8823	20	6
8823	30958	19
30958	164	1
30958	25564	0
30958	25	4
30958	6	5
30958	7	6
8823	223	18
8823	97	23
43578	568	16
43578	37	21
43578	43579	28
43578	31	13
43578	20	6
43578	1304	16
43578	568	16
2633	28	18
2633	44890	19
2633	322	13
2633	20	6
2633	568	16
43578	44	15
8583	8584	19
8583	77306	28
8583	3648	16
8583	229	18
8583	17	13
8583	20	6
8583	8584	19
8584	1343	17
8584	8586	0
8584	5080	26
8584	5	4
8584	6	5
8584	7	6
8583	19	15
8583	71271	19
8564	44	15
8564	252	18
8564	77308	19
8564	322	13
8564	20	6
1952	37	21
1952	490	13
1952	97	23
1952	20	6
8564	14334	37
28784	490	13
28784	37	21
28784	97	23
28784	13341	27
28784	490	13
28784	20	6
2408	111	13
2408	278	15
2408	490	13
2408	20	6
28784	42285	28
28784	17	13
24500	77311	12
24500	24502	17
24500	759	7
24500	133	26
24500	5	4
24500	6	5
24500	7	6
24500	77311	12
77312	1014	8
77312	9426	12
77312	134	32
77312	5	4
77312	6	5
77312	7	6
77312	77311	12
24500	2980	40
24500	5782	9
24500	24503	0
22636	34400	12
22636	77313	20
22636	35291	0
22636	5	4
22636	56	5
22636	7	6
22636	34400	12
34400	77314	28
34400	37	21
34400	97	23
34400	111	13
34400	20	6
22636	12809	20
22636	125	5
77317	28777	19
28777	77319	20
28777	38493	12
28777	5	4
28777	6	5
28777	7	6
77317	77320	28
77317	229	18
77317	77321	27
77317	17	13
77317	20	6
28777	640	1
28777	1261	32
12341	273	16
12341	281	13
12341	12343	27
12341	97	23
12341	20	6
12341	273	16
3278	523	18
3278	158	23
3278	31	13
3278	20	6
3278	273	16
12341	56483	19
58966	43	16
58966	3113	28
58966	77	18
58966	17	13
58966	20	6
58966	43	16
8424	71963	28
8424	43	16
8424	46	13
8424	20	6
58966	158	23
54658	9294	28
54658	37	21
54658	54661	29
54658	111	13
54658	20	6
54658	9294	28
9294	9297	17
9294	5	4
9294	56	5
9294	7	6
54658	6032	19
54658	56374	27
54658	59	13
77327	46581	12
46581	77329	19
46581	158	23
46581	272	13
46581	20	6
77327	1574	7
77327	77330	0
77327	5914	26
77327	25	4
77327	6	5
77327	7	6
46581	37	21
46581	16484	27
77332	1173	19
1173	442	1
1173	40296	41
1173	25	4
1173	6	5
1173	7	6
77332	203	18
77332	198	23
77332	17	13
77332	20	6
1173	1015	17
1173	3475	9
52239	278	15
52239	60972	37
52239	37	21
52239	3731	27
52239	288	13
52239	20	6
2965	2370	28
2965	37	21
2965	278	15
2965	111	13
2965	20	6
52239	17	13
52239	32	16
36890	219	15
36890	293	13
36890	223	18
36890	97	23
36890	69	13
36890	20	6
36890	219	15
4357	39117	28
4357	31	13
4357	20	6
4357	219	15
36890	77336	28
77337	77338	19
77338	77340	20
77338	25	4
77338	6	5
77338	7	6
77337	77342	28
77337	229	18
77337	16814	19
77337	111	13
77337	20	6
77338	173	26
9421	68125	28
9421	111	13
9421	229	18
9421	77344	19
9421	20	6
9421	68125	28
9421	32	16
68125	5871	17
68125	614	7
68125	5	4
68125	56	5
68125	7	6
9421	201	13
9421	45085	19
9421	97	23
23026	12786	12
23026	290	17
23026	134	32
23026	5	4
23026	6	5
23026	7	6
23026	12786	12
41006	290	17
41006	41008	35
41006	77346	0
41006	5	4
41006	6	5
41006	7	6
41006	12786	12
23026	614	7
42563	17458	19
17458	30717	20
17458	77348	17
17458	5	4
17458	6	5
17458	7	6
17458	42563	12
42563	1925	28
42563	106	16
42563	288	13
42563	20	6
17458	28	33
2124	13380	12
13380	13382	27
13380	198	23
13380	17	13
13380	20	6
13380	2124	19
2124	147	2
2124	252	33
2124	23915	0
2124	5	4
2124	3187	5
2124	7	6
13380	89	16
13380	106	16
13380	4067	19
24541	5526	12
5526	2285	16
5526	24542	30
5526	252	18
5526	288	13
5526	20	6
5526	24541	28
24541	24544	20
24541	614	7
24541	12575	0
24541	5	4
24541	56	5
24541	7	6
5526	43	16
5526	5529	27
5526	293	13
26572	35650	12
26572	5194	20
26572	77353	41
26572	5	4
26572	6	5
26572	7	6
26572	35650	12
26572	134	32
25451	134	32
25451	1800	26
25451	5	4
25451	6	5
25451	7	6
25451	35650	12
26572	5405	2
26572	18910	12
77354	4292	12
4292	33	15
4292	106	16
4292	281	13
4292	20	6
4292	77354	19
77354	33433	17
77354	303	7
77354	77356	12
77354	5	4
77354	6	5
77354	7	6
4292	4294	27
4292	97	23
1633	15618	12
1633	248	7
1633	134	32
1633	5	4
1633	56	5
1633	7	6
1633	15618	12
15620	5310	17
15620	15621	0
15620	390	26
15620	25	4
15620	6	5
15620	7	6
15620	15618	12
15620	655	20
1633	77359	8
1633	6	5
8618	77360	12
8618	198	2
8618	134	32
8618	5	4
8618	3059	5
8618	7	6
8618	77360	12
77362	4840	17
77362	303	7
77362	5	4
77362	694	5
77362	7	6
77362	77360	12
8618	614	7
8618	19716	36
8618	56	5
48069	16845	12
16845	111	13
16845	16842	15
16845	20	6
48069	7036	17
48069	62680	12
48069	33679	34
48069	25	4
48069	6	5
48069	7	6
16845	9527	19
16845	3357	19
16845	11067	19
77366	77367	19
77367	77368	20
77367	77369	0
77367	1765	26
77367	25	4
77367	6	5
77367	7	6
77366	97	23
77366	106	16
77366	20	6
77366	77367	19
77367	77373	12
37120	1507	19
1507	5970	17
1507	5	4
1507	6	5
1507	7	6
1507	37120	12
37120	3128	28
37120	198	23
37120	45330	27
37120	17	13
37120	20	6
1507	77374	20
1507	1513	0
77375	3017	19
77375	5408	18
77375	2963	38
77375	17	13
77375	20	6
77375	3017	19
3017	25086	36
3017	134	32
3017	5	4
3017	6	5
3017	7	6
77375	1237	28
77375	7910	19
77375	4409	19
77379	32704	19
32704	959	35
32704	32706	0
32704	25	4
32704	6	5
32704	7	6
77379	37	21
77379	44	15
77379	293	13
77379	20	6
32704	638	17
8386	8387	28
8387	1087	17
8387	26500	0
8387	5	4
8387	56	5
8387	7	6
8386	8387	28
8386	32791	19
8386	34375	27
8386	53479	13
8386	20	6
8387	193	7
8387	18724	12
8387	6	5
1775	18805	12
1775	77383	0
1775	1339	26
1775	25	4
1775	6	5
1775	7	6
1775	18805	12
18805	44	15
18805	1276	19
18805	46	13
18805	20	6
1775	77385	20
1775	15243	8
12561	12562	28
12561	111	13
12561	743	18
12561	20	6
12561	12562	28
12561	43	16
12562	129	1
12562	5	4
12562	56	5
12562	7	6
12561	37	21
12561	278	15
77389	1062	12
77389	3615	40
77389	10	8
77389	221	26
77389	25	4
77389	6	5
77389	7	6
77389	1062	12
15620	5310	17
15620	506	7
15620	25	4
15620	6	5
15620	7	6
15620	1062	12
77391	97	23
77391	37	21
77391	19	15
77391	41342	27
77391	17	13
77391	20	6
39200	46	13
39200	229	18
39200	20	6
77391	1639	16
77391	97	23
77391	664	13
15021	77392	12
15021	269	1
15021	134	32
15021	5	4
15021	6	5
15021	7	6
15021	77392	12
77394	1993	20
77394	7036	17
77394	25	4
77394	6	5
77394	7	6
77394	77392	12
15021	290	17
15021	24353	36
48073	4270	19
4270	71018	36
4270	5	4
4270	26	5
4270	7	6
48073	278	15
48073	229	18
48073	293	13
48073	20	6
4270	77398	20
4270	269	1
4270	4272	0
38100	35202	12
35202	35204	28
35202	61454	19
35202	17	13
35202	20	6
38100	2081	17
38100	5	4
38100	26	5
38100	7	6
35202	35208	37
35202	1883	16
77400	42988	19
42988	40220	20
42988	11	9
42988	56181	41
42988	5	4
42988	6	5
42988	7	6
42988	77400	12
77400	17	13
77400	77401	29
77400	45	23
77400	20	6
42988	14482	40
42988	638	17
2917	278	15
2917	926	28
2917	229	18
2917	17	13
2917	20	6
2917	278	15
5469	17	13
5469	290	16
5469	607	18
5469	20	6
5469	278	15
2917	97	23
2917	32	16
2917	664	13
21415	52209	12
